,UNITID,Cluster
5678,443632,4
5679,443641,1
5680,443650,4
5681,443669,4
5682,443678,1
5683,443687,0
5684,443696,0
5686,443739,4
5687,443748,4
5688,443766,0
5689,443784,0
5690,443827,5
5691,443836,5
5692,443845,4
5693,443854,4
5694,443881,0
5695,443890,0
5696,443924,0
5697,443942,1
5698,443951,5
5699,443979,1
5700,444024,4
5701,444042,5
5702,444051,1
5703,444079,4
5704,444088,4
5706,444121,4
5707,444130,0
5708,444158,0
5709,444167,4
5710,444194,5
5711,444200,4
5712,444219,2
5713,444228,1
5714,444237,4
5715,444255,4
5716,444264,5
5717,444282,1
5718,444291,1
5719,444307,1
5720,444316,1
5721,444325,4
5722,444334,5
5723,444343,4
5724,444352,5
5725,444361,4
5726,444370,5
5727,444389,4
5728,444398,5
5729,444404,1
5731,444422,1
5732,444440,1
5733,444468,1
5734,444486,1
5735,444510,4
5736,444529,4
5737,444547,1
5738,444556,1
5739,444565,1
5740,444574,4
5741,444583,5
5742,444592,1
5743,444608,1
5744,444635,4
5745,444644,4
5746,444653,1
5747,444662,4
5748,444671,5
5749,444680,5
5751,444705,1
5752,444714,4
5753,444723,0
5754,444732,5
5755,444769,4
5756,444778,3
5757,444787,4
5758,444796,4
5759,444811,4
5760,444857,1
5761,444866,4
5762,444893,4
5763,444909,1
5764,444927,0
5765,444936,1
5766,444945,4
5767,444954,6
5768,444972,4
5769,444990,0
5770,445018,6
5771,445027,0
5772,445072,0
5773,445081,0
5774,445090,4
5775,445115,1
5776,445124,0
5777,445133,0
5778,445142,4
5779,445188,3
5780,445197,4
5781,445203,4
5782,445212,1
5783,445221,1
5784,445230,4
5785,445249,4
5786,445258,4
5787,445267,3
5788,445276,0
5789,445300,0
5790,445319,0
5791,445328,4
5792,445346,4
5793,445364,4
5794,445373,4
5795,445382,4
5796,445391,0
5797,445434,4
5798,445461,4
5799,445470,4
5800,445498,5
5801,445504,1
5802,445540,1
5803,445559,4
5804,445577,4
5805,445601,4
5806,445610,4
5807,445638,4
5808,445647,1
5809,445656,1
5810,445665,1
5811,445674,6
5812,445683,1
5813,445692,3
5814,445708,3
5815,445717,0
5816,445726,1
5817,445735,3
5818,445744,4
5819,445753,4
5820,445762,6
5821,445771,4
5822,445780,1
5823,445799,6
5824,445814,4
5825,445841,1
5826,445850,1
5828,445896,1
5829,445911,4
5830,445920,0
5831,445939,0
5832,445948,4
5833,445957,4
5834,445984,5
5835,445993,1
5838,446048,3
5839,446057,4
5840,446075,1
5841,446084,4
5842,446093,4
5843,446109,4
5844,446118,4
5845,446127,4
5846,446136,4
5847,446145,4
5848,446163,2
5849,446190,1
5850,446206,1
5851,446215,1
5852,446224,4
5853,446233,3
5854,446242,1
5855,446251,4
5856,446260,1
5857,446288,1
5858,446303,4
5859,446349,4
5860,446385,3
5861,446394,3
5862,446400,4
5863,446437,4
5864,446446,4
5865,446455,3
5866,446464,4
5867,446491,1
5868,446516,5
5869,446525,1
5870,446534,1
5871,446543,1
5872,446552,4
5873,446561,4
5874,446570,1
5875,446589,5
5876,446598,4
5877,446604,3
5878,446640,3
5879,446668,3
5880,446677,4
5881,446729,0
5882,446738,0
5883,446747,0
5884,446756,0
5885,446765,0
5886,446774,6
5887,446792,0
5888,446808,0
5889,446817,0
5890,446835,0
5891,446844,1
5892,446853,4
5893,446880,4
5894,446899,0
5895,446905,0
5896,446914,0
5897,446923,0
5899,446996,1
5900,447014,4
5901,447023,4
5902,447050,0
5903,447069,0
5904,447102,4
5905,447120,4
5906,447148,1
5907,447157,1
5908,447166,1
5909,447175,1
5910,447209,4
5911,447218,4
5912,447227,4
5913,447236,4
5914,447245,4
5915,447254,1
5916,447263,4
5917,447272,0
5918,447290,4
5919,447315,0
5920,447324,0
5921,447333,0
5922,447342,1
5923,447351,4
5924,447360,4
5925,447379,4
5926,447388,4
5927,447403,6
5928,447421,4
5929,447430,1
5930,447449,1
5931,447458,0
5932,447467,4
5933,447476,4
5934,447494,4
5935,447519,4
5936,447528,5
5937,447582,6
5938,447591,4
5939,447625,4
5940,447634,4
5941,447652,0
5942,447661,0
5943,447670,0
5944,447689,3
5946,447704,1
5947,447713,4
5948,447722,4
5949,447731,1
5950,447759,4
5951,447768,4
5952,447777,4
5953,447795,4
5955,447810,4
5956,447847,3
5957,447856,5
5958,447865,1
5959,447874,4
5960,447883,1
5961,447892,1
5962,447908,1
5963,447917,4
5964,447935,4
5965,447953,3
5966,447962,4
5967,447971,1
5968,447980,1
5969,447999,4
5970,448008,1
5971,448017,4
5972,448026,1
5973,448035,4
5974,448044,4
5975,448053,1
5976,448071,1
5977,448105,4
5978,448114,4
5979,448123,5
5980,448141,1
5981,448150,1
5982,448196,4
5983,448202,1
5984,448211,1
5985,448220,1
5986,448239,3
5987,448248,6
5988,448257,1
5989,448275,4
5990,448284,3
5991,448309,0
5992,448345,0
5993,448354,4
5994,448372,4
5995,448406,4
5996,448415,4
5997,448424,1
5998,448433,4
5999,448442,0
6000,448451,0
6001,448460,0
6002,448479,0
6003,448488,0
6004,448497,0
6005,448503,0
6006,448512,0
6007,448521,0
6008,448530,0
6009,448567,0
6010,448576,0
6011,448585,0
6012,448594,2
6013,448600,4
6014,448619,4
6015,448628,0
6016,448646,4
6017,448664,4
6018,448673,0
6019,448707,5
6020,448716,5
6021,448734,0
6022,448752,4
6023,448761,4
6024,448770,6
6025,448798,1
6026,448804,6
6027,448822,0
6028,448831,0
6029,448840,3
6030,448859,4
6032,448895,1
6033,448974,4
6034,448983,4
6035,449010,3
6036,449038,0
6037,449074,4
6038,449083,5
6039,449092,5
6040,449117,4
6041,449126,4
6042,449135,5
6043,449144,5
6044,449153,5
6045,449162,0
6046,449171,0
6047,449180,0
6048,449199,0
6049,449205,0
6050,449214,0
6051,449223,0
6052,449232,0
6053,449241,0
6054,449250,4
6055,449269,4
6056,449302,4
6057,449311,1
6058,449320,4
6059,449339,2
6060,449348,4
6061,449357,4
6062,449366,1
6063,449375,4
6064,449384,1
6065,449393,1
6066,449436,4
6067,449445,4
6068,449454,4
6069,449463,1
6070,449472,1
6072,449490,1
6073,449506,4
6074,449524,4
6075,449533,4
6077,449597,1
6078,449603,1
6079,449612,1
6080,449658,3
6081,449667,4
6082,449676,4
6083,449685,4
6084,449700,4
6085,449719,4
6086,449728,4
6087,449746,5
6088,449764,3
6089,449773,4
6090,449782,1
6091,449791,4
6092,449807,1
6093,449816,6
6094,449852,1
6095,449861,4
6096,449870,2
6097,449898,4
6098,449904,5
6100,449931,0
6101,449959,1
6102,449968,1
6103,449977,1
6104,449986,1
6105,449995,1
6106,450003,4
6107,450021,4
6108,450049,0
6109,450058,4
6110,450067,4
6111,450076,4
6112,450085,0
6113,450094,0
6114,450119,4
6115,450128,4
6116,450146,1
6117,450155,4
6118,450173,4
6119,450182,1
6120,450191,4
6121,450207,0
6122,450216,0
6123,450225,0
6124,450234,0
6125,450243,0
6126,450252,0
6127,450261,0
6128,450270,0
6129,450289,4
6130,450298,0
6132,450377,0
6133,450395,1
6134,450401,1
6135,450429,4
6136,450447,0
6137,450456,0
6138,450465,0
6139,450474,0
6140,450483,0
6141,450492,0
6142,450526,0
6143,450535,0
6144,450544,0
6145,450571,0
6146,450580,1
6147,450599,1
6148,450605,1
6149,450614,1
6150,450623,1
6151,450632,4
6152,450641,1
6153,450650,1
6154,450669,4
6155,450678,4
6156,450696,4
6157,450702,4
6158,450720,1
6159,450739,1
6160,450757,1
6161,450766,3
6162,450784,0
6163,450793,0
6164,450809,0
6165,450818,0
6166,450827,0
6167,450836,0
6168,450845,0
6169,450854,0
6170,450863,0
6171,450872,0
6172,450881,0
6173,450933,2
6175,450951,1
6176,450960,4
6177,450979,0
6178,450988,1
6179,451006,4
6180,451015,4
6181,451033,6
6182,451042,1
6183,451051,4
6184,451060,3
6186,451097,1
6187,451103,5
6188,451121,1
6190,451149,1
6191,451158,1
6192,451167,1
6193,451194,4
6194,451219,4
6195,451228,4
6196,451237,1
6197,451255,1
6198,451264,4
6199,451282,1
6200,451291,4
6201,451307,1
6202,451316,1
6203,451334,1
6204,451343,1
6205,451352,4
6206,451361,4
6207,451370,3
6209,451404,3
6210,451413,4
6211,451422,4
6212,451440,4
6213,451459,6
6214,451468,1
6215,451477,4
6216,451495,6
6217,451501,5
6219,451529,1
6220,451538,1
6221,451547,1
6222,451556,5
6223,451565,1
6224,451574,1
6225,451583,6
6226,451592,4
6227,451617,1
6228,451626,1
6229,451635,4
6231,451653,1
6232,451662,3
6233,451671,3
6234,451699,4
6235,451705,4
6236,451714,1
6237,451741,5
6238,451750,4
6239,451769,0
6240,451796,0
6241,451802,1
6242,451811,1
6243,451820,0
6244,451848,0
6245,451857,4
6246,451866,4
6247,451875,0
6248,451884,0
6249,451909,4
6250,451918,1
6251,451936,0
6252,451945,0
6253,451954,0
6254,451963,0
6255,451972,0
6256,451981,0
6257,451990,0
6258,452009,1
6259,452018,0
6260,452027,0
6261,452036,1
6262,452045,1
6263,452054,1
6264,452063,0
6265,452072,4
6266,452081,4
6267,452090,0
6268,452106,5
6269,452115,4
6270,452124,4
6271,452373,4
6272,452948,4
6273,453075,4
6274,453109,4
6275,453127,0
6276,453163,0
6277,453215,0
6278,453455,4
6279,453464,4
6280,453473,4
6281,453482,4
6282,453552,4
6283,453570,1
6284,453747,4
6285,453756,4
6286,453817,6
6287,454078,1
6288,454175,4
6289,454184,3
6290,454227,4
6291,454236,4
6292,454245,4
6293,454306,4
6294,454315,0
6295,454324,0
6296,454333,0
6297,454342,0
6298,454351,0
6299,454360,0
6300,454379,0
6301,454388,0
6302,454397,0
6303,454458,4
6304,454467,0
6305,454476,0
6306,454485,0
6307,454494,0
6308,454500,0
6309,454519,0
6310,454528,0
6311,454537,1
6312,454546,1
6313,454555,1
6314,454573,1
6315,454582,3
6316,454591,4
6317,454607,1
6318,454616,3
6319,454625,4
6320,454652,1
6321,454689,3
6322,454698,4
6323,454704,5
6324,454722,1
6325,454731,4
6326,454740,4
6327,454759,1
6328,454768,1
6329,454777,1
6330,454786,4
6331,454795,4
6332,454801,4
6333,454810,1
6334,454829,2
6336,454847,1
6337,454856,4
6338,454865,4
6339,454874,1
6340,454883,4
6341,454892,1
6342,454908,5
6343,454917,5
6344,454926,1
6345,454935,1
6346,454944,1
6347,454953,1
6348,454962,1
6349,454971,1
6350,454980,1
6351,454999,1
6352,455008,1
6353,455017,1
6354,455026,1
6356,455053,1
6357,455062,1
6358,455071,4
6359,455080,1
6361,455105,1
6362,455114,6
6363,455141,1
6366,455187,1
6367,455196,4
6368,455202,4
6369,455211,1
6370,455220,1
6371,455239,1
6372,455248,1
6373,455257,3
6374,455275,1
6375,455284,1
6376,455293,1
6377,455327,4
6378,455336,1
6379,455345,4
6380,455354,1
6381,455381,1
6382,455390,4
6384,455415,1
6385,455424,1
6387,455460,4
6388,455479,4
6389,455488,4
6390,455497,4
6391,455512,2
6392,455549,4
6393,455558,1
6394,455567,4
6395,455585,3
6396,455600,4
6397,455619,4
6398,455628,4
6399,455646,4
6400,455655,4
6402,455673,4
6404,455707,4
6405,455716,4
6406,455725,1
6407,455734,4
6408,455743,4
6409,455752,4
6410,455761,1
6411,455770,3
6412,455798,1
6415,455831,4
6416,455840,4
6417,455859,1
6418,455868,4
6419,455877,1
6420,455886,1
6421,455895,1
6422,455901,1
6423,455910,4
6424,455929,1
6425,455938,6
6426,455947,1
6427,455956,5
6428,455965,1
6429,455974,5
6430,455983,4
6432,456001,1
6433,456010,0
6434,456029,1
6435,456038,4
6436,456056,4
6437,456065,1
6438,456074,1
6439,456092,1
6440,456117,4
6441,456126,1
6442,456135,1
6443,456144,1
6444,456153,4
6445,456180,4
6446,456205,4
6447,456214,4
6448,456250,1
6449,456278,4
6450,456287,1
6451,456296,0
6452,456302,1
6453,456311,4
6454,456320,4
6455,456339,4
6456,456348,0
6457,456357,4
6458,456366,4
6459,456375,4
6460,456393,0
6461,456409,0
6462,456418,0
6463,456427,0
6464,456436,0
6465,456445,0
6466,456454,4
6467,456481,0
6468,456490,2
6469,456506,4
6470,456515,4
6472,456551,1
6473,456560,6
6474,456588,1
6475,456597,1
6476,456612,4
6477,456621,0
6478,456630,0
6479,456667,0
6480,456719,0
6481,456728,0
6482,456737,0
6483,456746,0
6484,456755,0
6485,456764,0
6486,456773,0
6487,456782,0
6488,456791,4
6489,456807,0
6490,456816,4
6491,456825,1
6492,456834,0
6493,456852,4
6494,456861,1
6495,456922,5
6496,456931,4
6497,456940,1
6498,456959,3
6499,456968,1
6500,456977,4
6501,457004,4
6502,457022,4
6503,457031,1
6504,457077,1
6505,457086,4
6506,457101,4
6507,457110,4
6508,457129,4
6509,457174,4
6510,457183,4
6511,457192,1
6512,457208,4
6513,457226,3
6514,457244,1
6515,457253,1
6517,457280,1
6518,457299,4
6519,457314,4
6520,457323,1
6521,457332,1
6522,457341,1
6523,457350,4
6524,457378,6
6525,457387,6
6526,457396,1
6527,457402,4
6528,457411,4
6529,457420,1
6530,457439,1
6531,457448,1
6532,457457,1
6533,457466,1
6534,457475,1
6535,457484,3
6536,457493,1
6537,457509,1
6538,457527,4
6539,457536,4
6540,457545,1
6541,457554,1
6542,457563,1
6543,457572,1
6544,457581,1
6545,457590,4
6546,457606,1
6547,457615,6
6548,457624,6
6549,457633,1
6550,457642,1
6551,457651,4
6552,457679,1
6553,457688,4
6554,457697,3
6555,457703,1
6556,457721,1
6557,457730,1
6558,457749,1
6559,457758,1
6560,457767,4
6561,457776,1
6562,457785,1
6563,457794,4
6564,457800,4
6565,457819,1
6566,457828,4
6567,457837,1
6568,457846,4
6569,457855,1
6570,457864,4
6571,457873,6
6572,457891,1
6573,457916,1
6574,457925,3
6575,457943,6
6576,457952,1
6577,457961,1
6578,457989,4
6579,457998,1
6580,458007,1
6581,458016,4
6582,458025,4
6583,458034,4
6584,458043,1
6585,458052,1
6586,458061,1
6587,458070,1
6588,458098,1
6589,458104,1
6590,458113,3
6592,458131,1
6593,458140,6
6595,458168,1
6596,458177,0
6597,458186,4
6598,458195,4
6599,458210,4
6600,458229,4
6601,458247,4
6602,458256,4
6603,458265,4
6604,458274,1
6605,458283,4
6606,458292,0
6607,458308,0
6608,458317,0
6609,458326,0
6610,458335,0
6611,458344,0
6612,458353,0
6613,458362,0
6614,458371,4
6615,458380,4
6616,458399,1
6617,458405,4
6618,458414,4
6619,458423,4
6620,458432,4
6621,458441,4
6622,458469,5
6623,458478,4
6624,458487,1
6625,458496,1
6626,458502,4
6627,458557,4
6628,458593,4
6629,458609,0
6630,458618,0
6631,458627,0
6632,458636,0
6633,458645,4
6634,458654,0
6635,458663,4
6636,458681,4
6637,458690,4
6638,458706,4
6639,458715,4
6640,458733,4
6641,458742,0
6642,458751,4
6643,458760,4
6644,458779,4
6645,458797,4
6646,458803,1
6647,458812,1
6648,458821,1
6649,458830,1
6650,458849,1
6651,458858,1
6652,458867,1
6653,458885,0
6654,458919,0
6655,458937,0
6656,458955,0
6657,458964,0
6658,458973,0
6659,458982,1
6660,458991,4
6661,459000,1
6662,459019,1
6663,459028,4
6664,459037,1
6665,459046,1
6666,459055,1
6667,459064,1
6668,459073,1
6669,459091,1
6670,459107,0
6671,459116,1
6672,459125,1
6673,459134,1
6674,459143,1
6675,459152,4
6676,459161,4
6677,459170,1
6678,459189,1
6679,459198,1
6680,459204,4
6681,459213,4
6683,459231,1
6684,459259,0
6685,459268,0
6686,459277,1
6687,459286,1
6688,459295,1
6689,459301,1
6690,459310,5
6691,459329,6
6692,459338,5
6693,459347,1
6694,459356,4
6695,459365,1
6696,459374,1
6697,459392,1
6698,459408,6
6699,459417,3
6700,459426,1
6701,459435,1
6702,459444,4
6703,459453,1
6704,459462,1
6705,459471,1
6706,459480,1
6707,459499,4
6708,459514,4
6709,459523,1
6710,459532,5
6711,459541,1
6712,459550,1
6713,459569,1
6714,459578,1
6715,459587,0
6716,459596,0
6717,459602,0
6718,459611,0
6719,459620,0
6720,459639,0
6721,459648,0
6722,459657,0
6723,459666,0
6724,459675,0
6725,459684,0
6726,459693,0
6727,459709,0
6728,459718,0
6729,459727,3
6732,459815,4
6733,459824,4
6734,459833,4
6735,459842,4
6736,459851,4
6737,459930,0
6738,459958,4
6739,459967,5
6740,459985,5
6741,459994,0
6742,460002,1
6743,460011,1
6744,460020,4
6745,460039,4
6746,460048,4
6747,460057,1
6748,460066,1
6749,460075,2
6750,460093,4
6751,460109,4
6752,460118,4
6753,460127,4
6754,460136,4
6755,460145,4
6756,460181,4
6757,460190,4
6758,460206,4
6759,460215,0
6760,460349,3
6761,460358,4
6762,460367,4
6763,460394,2
6764,460446,1
6765,460455,4
6766,460464,2
6767,460473,4
6768,460482,4
6769,460516,1
6770,460525,4
6771,460534,5
6773,460552,4
6774,460561,1
6775,460570,4
6776,460589,4
6777,460598,4
6778,460613,4
6779,460631,1
6780,460640,4
6781,460659,4
6782,460668,4
6783,460677,5
6784,460695,4
6785,460701,1
6786,460710,1
6787,460729,2
6788,460738,2
6789,460747,3
6790,460756,4
6791,460765,1
6792,460774,4
6793,460783,0
6794,460808,4
6795,460817,4
6796,460826,4
6797,460835,4
6798,460844,4
6799,460853,4
6800,460862,1
6801,460871,4
6802,460899,4
6803,460905,1
6804,460914,1
6805,460923,4
6806,460932,1
6808,460950,4
6809,460969,5
6810,460978,1
6811,460987,1
6812,460996,1
6813,461005,4
6814,461014,4
6815,461023,0
6816,461032,3
6817,461041,4
6818,461111,1
6821,461148,3
6822,461157,3
6823,461175,1
6824,461193,1
6825,461218,4
6826,461227,1
6827,461236,3
6828,461245,6
6829,461254,4
6830,461263,4
6831,461272,1
6832,461281,2
6833,461290,1
6834,461306,6
6835,461315,6
6836,461324,4
6837,461333,3
6839,461351,4
6840,461360,1
6841,461379,4
6842,461388,1
6843,461397,1
6844,461403,1
6845,461412,6
6846,461421,1
6847,461430,6
6848,461449,1
6849,461458,1
6850,461476,1
6851,461485,6
6852,461494,1
6853,461500,1
6854,461528,3
6855,461537,1
6856,461546,1
6857,461555,1
6858,461564,1
6859,461573,6
6860,461582,1
6861,461591,1
6862,461607,1
6863,461616,1
6864,461625,5
6865,461634,4
6866,461643,3
6867,461652,1
6868,461661,4
6869,461670,4
6870,461689,4
6871,461698,1
6872,461704,1
6873,461713,1
6874,461722,1
6875,461731,1
6876,461740,1
6877,461759,4
6878,461768,1
6879,461777,4
6880,461786,1
6881,461795,3
6882,461801,1
6883,461810,1
6884,461829,1
6885,461838,1
6887,461856,4
6888,461865,4
6889,461874,1
6890,461883,2
6891,461892,4
6892,461908,1
6893,461917,1
6894,461926,1
6895,461935,1
6896,461944,1
6897,461953,4
6898,461962,6
6899,461971,1
6900,461980,1
6901,461999,1
6902,462008,1
6903,462017,1
6904,462026,1
6905,462035,4
6907,462053,4
6908,462062,1
6909,462071,1
6911,462266,4
6912,462309,4
6913,462318,1
6914,462327,1
6915,462336,1
6916,462345,1
6917,462354,3
6918,462363,0
6919,462372,0
6920,462390,0
6921,465812,4
6922,466152,0
6923,466161,4
6924,466170,0
6925,466189,0
6926,466514,4
6927,466523,4
6928,466921,4
6929,466930,4
6930,467058,0
6931,467094,1
6932,467155,4
6933,467340,4
6934,467368,4
6935,467508,0
6936,467517,0
6937,467526,0
6938,467535,0
6939,467544,0
6940,467553,0
6941,467562,0
6942,467571,0
6943,467580,0
6944,467599,0
6945,467605,0
6946,467614,0
6947,467623,0
6948,467632,0
6949,467641,0
6950,467650,0
6951,467669,0
6952,467678,0
6953,467784,4
6954,467793,4
6955,467809,1
6956,467863,1
6957,467872,1
6958,467881,4
6959,467906,1
6961,468015,0
6962,468024,4
6963,468246,1
6964,468255,1
6965,468398,1
6966,468705,1
6967,468723,5
6968,468732,1
6969,468769,4
6970,468866,1
6971,468875,5
6972,468893,1
6973,468963,4
6974,469054,4
6975,469124,4
6976,469133,4
6977,469142,4
6978,469151,4
6979,469160,4
6980,469188,0
6981,469197,1
6982,469391,5
6983,469407,5
6984,469416,5
6985,469568,4
6986,469586,4
6987,469610,0
6988,469629,4
6989,469638,4
6990,469647,4
6991,469911,4
6992,469920,4
6993,469957,1
6994,469975,4
6995,469993,1
6996,470047,4
6997,470092,0
6998,470162,4
6999,470223,1
7000,470296,5
7001,470302,1
7002,470393,1
7003,470852,0
7004,470861,0
7005,470870,0
7006,470889,0
7007,470898,0
7008,470904,0
7009,474702,0
7010,474863,2
7011,474881,3
7012,474890,4
7013,474906,4
7014,474915,1
7015,474924,1
7016,474933,1
7017,474942,1
7018,474951,0
7019,474960,0
7020,474979,0
7021,474997,4
7022,475015,1
7023,475024,4
7025,475042,0
7026,475051,4
7027,475060,4
7028,475079,4
7030,475121,4
7031,475130,4
7032,475176,4
7033,475194,4
7034,475200,6
7035,475255,4
7036,475273,4
7037,475282,4
7038,475291,0
